full_text,cleasing,Tokenization and Case Folfing,Filtering/stopword removal,stemming data
Serangan  ke Capres Abadi mantap jiwa. Keren . Jika Capresku Ganjar tdk masuk diputaran kedua. Saya akan dukung anda. DebatCapres   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,Serangan  ke Capres Abadi mantap jiwa Keren  Jika Capresku Ganjar tdk masuk diputaran kedua Saya akan dukung anda DebatCapres   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['serangan', 'ke', 'capres', 'abadi', 'mantap', 'jiwa', 'keren', 'jika', 'capresku', 'ganjar', 'tdk', 'masuk', 'diputaran', 'kedua', 'saya', 'akan', 'dukung', 'anda', 'debatcapres', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['serangan', 'capres', 'abadi', 'mantap', 'jiwa', 'keren', 'capresku', 'ganjar', 'tdk', 'masuk', 'diputaran', 'dukung', 'debatcapres', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",serang capres abadi mantap jiwa keren capresku ganjar tdk masuk putar dukung debatcapres ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
"Calon presiden nomor urut 3, Ganjar Pranowo mengatakan kita ingin membangun Indonesia yang hebat dengan SDM yang unggul"" Selengkapnya: D6fcIAjpFk DebatCapres DebatPilpres2024 MedcomID 4bvCB3qdSJ   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat""",Calon presiden nomor urut  Ganjar Pranowo mengatakan kita ingin membangun Indonesia yang hebat dengan SDM yang unggul Selengkapnya DfcIAjpFk DebatCapres DebatPilpres MedcomID bvCBqdSJ   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['calon', 'presiden', 'nomor', 'urut', 'ganjar', 'pranowo', 'mengatakan', 'kita', 'ingin', 'membangun', 'indonesia', 'yang', 'hebat', 'dengan', 'sdm', 'yang', 'unggul', 'selengkapnya', 'dfciajpfk', 'debatcapres', 'debatpilpres', 'medcomid', 'bvcbqdsj', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['calon', 'presiden', 'nomor', 'urut', 'ganjar', 'pranowo', 'membangun', 'indonesia', 'hebat', 'sdm', 'unggul', 'selengkapnya', 'dfciajpfk', 'debatcapres', 'debatpilpres', 'medcomid', 'bvcbqdsj', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",calon presiden nomor urut ganjar pranowo bangun indonesia hebat sdm unggul lengkap dfciajpfk debatcapres debatpilpres medcomid bvcbqdsj ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
@Andiarief__ Kl Presidennya sekarat Wapres yg gantiin jd hrs ad debat wapres utk lihat kemampuan otaknya ketika hra mengambil keputusan cepat ars mslah yg ada aplg ad Capres yg sdh Uzur kan rawan d panggil Tuhan,Andiarief Kl Presidennya sekarat Wapres yg gantiin jd hrs ad debat wapres utk lihat kemampuan otaknya ketika hra mengambil keputusan cepat ars mslah yg ada aplg ad Capres yg sdh Uzur kan rawan d panggil Tuhan,"['andiarief', 'kl', 'presidennya', 'sekarat', 'wapres', 'yg', 'gantiin', 'jd', 'hrs', 'ad', 'debat', 'wapres', 'utk', 'lihat', 'kemampuan', 'otaknya', 'ketika', 'hra', 'mengambil', 'keputusan', 'cepat', 'ars', 'mslah', 'yg', 'ada', 'aplg', 'ad', 'capres', 'yg', 'sdh', 'uzur', 'kan', 'rawan', 'd', 'panggil', 'tuhan']","['andiarief', 'kl', 'presidennya', 'sekarat', 'wapres', 'yg', 'gantiin', 'jd', 'hrs', 'ad', 'debat', 'wapres', 'utk', 'lihat', 'kemampuan', 'otaknya', 'hra', 'mengambil', 'keputusan', 'cepat', 'ars', 'mslah', 'yg', 'aplg', 'ad', 'capres', 'yg', 'sdh', 'uzur', 'rawan', 'd', 'panggil', 'tuhan']",andiarief kl presiden sekarat wapres yg gantiin jd hrs ad debat wapres utk lihat mampu otak hra ambil putus cepat ars mslah yg aplg ad capres yg sdh uzur rawan d panggil tuhan
"Debat peama capres 2024, aku koq melihat capres no 1 &amp  3 yg terlihat lbh semangat. Mungkin krn baru peama kali jd capres. 🤣 DebatCapres  GanjarMahfud2024    GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat",Debat peama capres  aku koq melihat capres no  amp   yg terlihat lbh semangat Mungkin krn baru peama kali jd capres 🤣 DebatCapres  GanjarMahfud    GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['debat', 'peama', 'capres', 'aku', 'koq', 'melihat', 'capres', 'no', 'amp', 'yg', 'terlihat', 'lbh', 'semangat', 'mungkin', 'krn', 'baru', 'peama', 'kali', 'jd', 'capres', '🤣', 'debatcapres', 'ganjarmahfud', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['debat', 'peama', 'capres', 'koq', 'capres', 'no', 'amp', 'yg', 'lbh', 'semangat', 'krn', 'peama', 'kali', 'jd', 'capres', '🤣', 'debatcapres', 'ganjarmahfud', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",debat peama capres koq capres no amp yg lbh semangat krn peama kali jd capres  debatcapres ganjarmahfud ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
"Visi-Misi paslon no.3 Ganjar DebatCapres Memperhatikan kesetaraan, lapangan pekerjaan dan akses internet untuk belajar. Pemerintah harus bersih dari korupsi!"" DebatRiangGembira YaKeUCGyZw   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat""",VisiMisi paslon no Ganjar DebatCapres Memperhatikan kesetaraan lapangan pekerjaan dan akses internet untuk belajar Pemerintah harus bersih dari korupsi DebatRiangGembira YaKeUCGyZw   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['visimisi', 'paslon', 'no', 'ganjar', 'debatcapres', 'memperhatikan', 'kesetaraan', 'lapangan', 'pekerjaan', 'dan', 'akses', 'internet', 'untuk', 'belajar', 'pemerintah', 'harus', 'bersih', 'dari', 'korupsi', 'debatrianggembira', 'yakeucgyzw', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['visimisi', 'paslon', 'no', 'ganjar', 'debatcapres', 'memperhatikan', 'kesetaraan', 'lapangan', 'pekerjaan', 'akses', 'internet', 'belajar', 'pemerintah', 'bersih', 'korupsi', 'debatrianggembira', 'yakeucgyzw', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",visimisi paslon no ganjar debatcapres perhati tara lapang kerja akses internet ajar perintah bersih korupsi debatrianggembira yakeucgyzw ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
"Wow, acara Debat Jubir Muda Capres-Cawapres Vol. 3 di Bandung malam ini seru banget! Terima kasih kepada Ketua BEM Unpad, Haikal Febriansyah, yang mengajak anak muda untuk melek politik menjelang Pemilu 2024. Kita harus aktif dalam memilih pemimpin yang",Wow acara Debat Jubir Muda CapresCawapres Vol  di Bandung malam ini seru banget Terima kasih kepada Ketua BEM Unpad Haikal Febriansyah yang mengajak anak muda untuk melek politik menjelang Pemilu  Kita harus aktif dalam memilih pemimpin yang,"['wow', 'acara', 'debat', 'jubir', 'muda', 'caprescawapres', 'vol', 'di', 'bandung', 'malam', 'ini', 'seru', 'banget', 'terima', 'kasih', 'kepada', 'ketua', 'bem', 'unpad', 'haikal', 'febriansyah', 'yang', 'mengajak', 'anak', 'muda', 'untuk', 'melek', 'politik', 'menjelang', 'pemilu', 'kita', 'harus', 'aktif', 'dalam', 'memilih', 'pemimpin', 'yang']","['wow', 'acara', 'debat', 'jubir', 'muda', 'caprescawapres', 'vol', 'bandung', 'malam', 'seru', 'banget', 'terima', 'kasih', 'ketua', 'bem', 'unpad', 'haikal', 'febriansyah', 'mengajak', 'anak', 'muda', 'melek', 'politik', 'menjelang', 'pemilu', 'aktif', 'memilih', 'pemimpin']",wow acara debat jubir muda caprescawapres vol bandung malam seru banget terima kasih ketua bem unpad haikal febriansyah ajak anak muda melek politik jelang milu aktif pilih pimpin
"Sejauh ini pak ganjar tenang banget dalam beanya dan menjawab, semangat terus ya pak! DebatCapres GanjarMahfud2024   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat",Sejauh ini pak ganjar tenang banget dalam beanya dan menjawab semangat terus ya pak DebatCapres GanjarMahfud   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['sejauh', 'ini', 'pak', 'ganjar', 'tenang', 'banget', 'dalam', 'beanya', 'dan', 'menjawab', 'semangat', 'terus', 'ya', 'pak', 'debatcapres', 'ganjarmahfud', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['ganjar', 'tenang', 'banget', 'beanya', 'semangat', 'ya', 'debatcapres', 'ganjarmahfud', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",ganjar tenang banget bea semangat ya debatcapres ganjarmahfud ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
Poin plus debat capres sementara   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,Poin plus debat capres sementara   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['poin', 'plus', 'debat', 'capres', 'sementara', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['poin', 'plus', 'debat', 'capres', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",poin plus debat capres ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
@kurawa kawan tu kan ajudan menhan.. sementara yg debat adalah capres. ya gak salah kalo banyak yg bertanya2.,kurawa kawan tu kan ajudan menhan sementara yg debat adalah capres ya gak salah kalo banyak yg bertanya,"['kurawa', 'kawan', 'tu', 'kan', 'ajudan', 'menhan', 'sementara', 'yg', 'debat', 'adalah', 'capres', 'ya', 'gak', 'salah', 'kalo', 'banyak', 'yg', 'bertanya']","['kurawa', 'kawan', 'tu', 'ajudan', 'menhan', 'yg', 'debat', 'capres', 'ya', 'gak', 'salah', 'kalo', 'yg']",rawa kawan tu ajudan menhan yg debat capres ya gak salah kalo yg
"@bctqm @cheyfluff Berhubung saya gak pernah nntn debat capres karena males denger janji janji manis mereka, jarang liat juga debat para pendukung capres di sosmed karena banyak adu domba dan fitnahnya, jadi dari beberapa referensi yang saya liat, kita butuh presiden tegas untuk negara kita mbak",bctqm cheyfluff Berhubung saya gak pernah nntn debat capres karena males denger janji janji manis mereka jarang liat juga debat para pendukung capres di sosmed karena banyak adu domba dan fitnahnya jadi dari beberapa referensi yang saya liat kita butuh presiden tegas untuk negara kita mbak,"['bctqm', 'cheyfluff', 'berhubung', 'saya', 'gak', 'pernah', 'nntn', 'debat', 'capres', 'karena', 'males', 'denger', 'janji', 'janji', 'manis', 'mereka', 'jarang', 'liat', 'juga', 'debat', 'para', 'pendukung', 'capres', 'di', 'sosmed', 'karena', 'banyak', 'adu', 'domba', 'dan', 'fitnahnya', 'jadi', 'dari', 'beberapa', 'referensi', 'yang', 'saya', 'liat', 'kita', 'butuh', 'presiden', 'tegas', 'untuk', 'negara', 'kita', 'mbak']","['bctqm', 'cheyfluff', 'berhubung', 'gak', 'nntn', 'debat', 'capres', 'males', 'denger', 'janji', 'janji', 'manis', 'jarang', 'liat', 'debat', 'pendukung', 'capres', 'sosmed', 'adu', 'domba', 'fitnahnya', 'referensi', 'liat', 'butuh', 'presiden', 'negara', 'mbak']",bctqm cheyfluff hubung gak nntn debat capres males denger janji janji manis jarang liat debat dukung capres sosmed adu domba fitnah referensi liat butuh presiden negara mbak
Bismillahirrahmanirrahim Malam ini Debat Capres yaaaK ? Semangat Pak Ganjar. Kami bersamamu Gerak Cepat Indonesia Lebih Baik 🇮🇩 hENdl0elhi   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,Bismillahirrahmanirrahim Malam ini Debat Capres yaaaK  Semangat Pak Ganjar Kami bersamamu Gerak Cepat Indonesia Lebih Baik  hENdlelhi   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['bismillahirrahmanirrahim', 'malam', 'ini', 'debat', 'capres', 'yaaak', 'semangat', 'pak', 'ganjar', 'kami', 'bersamamu', 'gerak', 'cepat', 'indonesia', 'lebih', 'baik', 'hendlelhi', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['bismillahirrahmanirrahim', 'malam', 'debat', 'capres', 'yaaak', 'semangat', 'ganjar', 'bersamamu', 'gerak', 'cepat', 'indonesia', 'hendlelhi', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",bismillahirrahmanirrahim malam debat capres yaaak semangat ganjar sama gerak cepat indonesia hendlelhi ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
"lapor gub sangat membantu kami warga semarang, semoga seluruh indonesia bisa merasakan juga nanti di era GanjarMahfud2024 DebatCapres GanjarSikatKorupsi GanjarMahfudM3nang   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat",lapor gub sangat membantu kami warga semarang semoga seluruh indonesia bisa merasakan juga nanti di era GanjarMahfud DebatCapres GanjarSikatKorupsi GanjarMahfudMnang   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['lapor', 'gub', 'sangat', 'membantu', 'kami', 'warga', 'semarang', 'semoga', 'seluruh', 'indonesia', 'bisa', 'merasakan', 'juga', 'nanti', 'di', 'era', 'ganjarmahfud', 'debatcapres', 'ganjarsikatkorupsi', 'ganjarmahfudmnang', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['lapor', 'gub', 'membantu', 'warga', 'semarang', 'semoga', 'indonesia', 'merasakan', 'era', 'ganjarmahfud', 'debatcapres', 'ganjarsikatkorupsi', 'ganjarmahfudmnang', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",lapor gub bantu warga semarang moga indonesia rasa era ganjarmahfud debatcapres ganjarsikatkorupsi ganjarmahfudmnang ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
"Selamat malam, teman-teman! Semoga debat Jubir Muda Capres-Cawapres Vol. 3 ini bisa menjadi wadah baik untuk meningkatkan kesadaran politik kita sebagai generasi muda. Mari kita semua aktif dalam menyuarakan pendapat dan memilih pemimpin yang",Selamat malam temanteman Semoga debat Jubir Muda CapresCawapres Vol  ini bisa menjadi wadah baik untuk meningkatkan kesadaran politik kita sebagai generasi muda Mari kita semua aktif dalam menyuarakan pendapat dan memilih pemimpin yang,"['selamat', 'malam', 'temanteman', 'semoga', 'debat', 'jubir', 'muda', 'caprescawapres', 'vol', 'ini', 'bisa', 'menjadi', 'wadah', 'baik', 'untuk', 'meningkatkan', 'kesadaran', 'politik', 'kita', 'sebagai', 'generasi', 'muda', 'mari', 'kita', 'semua', 'aktif', 'dalam', 'menyuarakan', 'pendapat', 'dan', 'memilih', 'pemimpin', 'yang']","['selamat', 'malam', 'temanteman', 'semoga', 'debat', 'jubir', 'muda', 'caprescawapres', 'vol', 'wadah', 'meningkatkan', 'kesadaran', 'politik', 'generasi', 'muda', 'mari', 'aktif', 'menyuarakan', 'pendapat', 'memilih', 'pemimpin']",selamat malam temanteman moga debat jubir muda caprescawapres vol wadah tingkat sadar politik generasi muda mari aktif suara dapat pilih pimpin
"Gue rasa ya, kenapa para capres atau cawapres gak bisa hadir kalo di ajak debat publik kecuali pasangan 01, karena 02,03 masih gawe gak sih? Masih duduk di kursi pemerintahan  Ckckc kocag",Gue rasa ya kenapa para capres atau cawapres gak bisa hadir kalo di ajak debat publik kecuali pasangan  karena  masih gawe gak sih Masih duduk di kursi pemerintahan  Ckckc kocag,"['gue', 'rasa', 'ya', 'kenapa', 'para', 'capres', 'atau', 'cawapres', 'gak', 'bisa', 'hadir', 'kalo', 'di', 'ajak', 'debat', 'publik', 'kecuali', 'pasangan', 'karena', 'masih', 'gawe', 'gak', 'sih', 'masih', 'duduk', 'di', 'kursi', 'pemerintahan', 'ckckc', 'kocag']","['gue', 'ya', 'capres', 'cawapres', 'gak', 'hadir', 'kalo', 'ajak', 'debat', 'publik', 'kecuali', 'pasangan', 'gawe', 'gak', 'sih', 'duduk', 'kursi', 'pemerintahan', 'ckckc', 'kocag']",gue ya capres cawapres gak hadir kalo ajak debat publik kecuali pasang gawe gak sih duduk kursi perintah ckckc kocag
"📢 Hadirnya Event Debat Jubir Muda Capres-Cawapres Vol. 3 di Unpad semakin memperkuat kesadaran politik generasi muda. Bersama-sama kita bangun pemahaman yang lebih baik untuk Pemilu 2024! 💪 🏼""", Hadirnya Event Debat Jubir Muda CapresCawapres Vol  di Unpad semakin memperkuat kesadaran politik generasi muda Bersamasama kita bangun pemahaman yang lebih baik untuk Pemilu   ,"['hadirnya', 'event', 'debat', 'jubir', 'muda', 'caprescawapres', 'vol', 'di', 'unpad', 'semakin', 'memperkuat', 'kesadaran', 'politik', 'generasi', 'muda', 'bersamasama', 'kita', 'bangun', 'pemahaman', 'yang', 'lebih', 'baik', 'untuk', 'pemilu']","['hadirnya', 'event', 'debat', 'jubir', 'muda', 'caprescawapres', 'vol', 'unpad', 'memperkuat', 'kesadaran', 'politik', 'generasi', 'muda', 'bersamasama', 'bangun', 'pemahaman', 'pemilu']",hadir event debat jubir muda caprescawapres vol unpad kuat sadar politik generasi muda bersamasama bangun paham milu
"@Heraloebss @moon70_red Jadi pas Debat dia tu sbg apa? Menhan apa Capres, makanya biar fair cuti dong atau mundur. Klw bgni pasti tak trhindarkan menggunakan fasilitas kekuasaan.",Heraloebss moonred Jadi pas Debat dia tu sbg apa Menhan apa Capres makanya biar fair cuti dong atau mundur Klw bgni pasti tak trhindarkan menggunakan fasilitas kekuasaan,"['heraloebss', 'moonred', 'jadi', 'pas', 'debat', 'dia', 'tu', 'sbg', 'apa', 'menhan', 'apa', 'capres', 'makanya', 'biar', 'fair', 'cuti', 'dong', 'atau', 'mundur', 'klw', 'bgni', 'pasti', 'tak', 'trhindarkan', 'menggunakan', 'fasilitas', 'kekuasaan']","['heraloebss', 'moonred', 'pas', 'debat', 'tu', 'sbg', 'menhan', 'capres', 'biar', 'fair', 'cuti', 'mundur', 'klw', 'bgni', 'trhindarkan', 'fasilitas', 'kekuasaan']",heraloebss moonred pas debat tu sbg menhan capres biar fair cuti mundur klw bgni trhindarkan fasilitas kuasa
_riverheaven: Bismillahirrahmanirrahim Malam ini Debat Capres yaaaK ? Semangat Pak Ganjar. Kami bersamamu Gerak Cepat Indonesia Lebih Baik 🇮🇩 hENdl0elhi   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,riverheaven Bismillahirrahmanirrahim Malam ini Debat Capres yaaaK  Semangat Pak Ganjar Kami bersamamu Gerak Cepat Indonesia Lebih Baik  hENdlelhi   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['riverheaven', 'bismillahirrahmanirrahim', 'malam', 'ini', 'debat', 'capres', 'yaaak', 'semangat', 'pak', 'ganjar', 'kami', 'bersamamu', 'gerak', 'cepat', 'indonesia', 'lebih', 'baik', 'hendlelhi', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['riverheaven', 'bismillahirrahmanirrahim', 'malam', 'debat', 'capres', 'yaaak', 'semangat', 'ganjar', 'bersamamu', 'gerak', 'cepat', 'indonesia', 'hendlelhi', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",riverheaven bismillahirrahmanirrahim malam debat capres yaaak semangat ganjar sama gerak cepat indonesia hendlelhi ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
DebatCapres DebatCapres2023 DebatPilpres2024 GanjarSikatKorupsi GanjarMahfud2024 🐂🐂🔥🔥❤️❤️ HvcT5rvWlg   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,DebatCapres DebatCapres DebatPilpres GanjarSikatKorupsi GanjarMahfud ❤️❤️ HvcTrvWlg   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['debatcapres', 'debatcapres', 'debatpilpres', 'ganjarsikatkorupsi', 'ganjarmahfud', '❤️❤️', 'hvctrvwlg', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['debatcapres', 'debatcapres', 'debatpilpres', 'ganjarsikatkorupsi', 'ganjarmahfud', '❤️❤️', 'hvctrvwlg', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",debatcapres debatcapres debatpilpres ganjarsikatkorupsi ganjarmahfud  hvctrvwlg ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
"Selamat malam sahabat-sahabatku! Inilah saatnya kita, anak muda, untuk melek politik. Mari kita ikuti dengan seksama Event Debat Jubir Muda Capres-Cawapres Vol. 3 yang digelar di Kota Bandung. Jadikan pemilu 2024 momen penting untuk memilih pemimpin yang",Selamat malam sahabatsahabatku Inilah saatnya kita anak muda untuk melek politik Mari kita ikuti dengan seksama Event Debat Jubir Muda CapresCawapres Vol  yang digelar di Kota Bandung Jadikan pemilu  momen penting untuk memilih pemimpin yang,"['selamat', 'malam', 'sahabatsahabatku', 'inilah', 'saatnya', 'kita', 'anak', 'muda', 'untuk', 'melek', 'politik', 'mari', 'kita', 'ikuti', 'dengan', 'seksama', 'event', 'debat', 'jubir', 'muda', 'caprescawapres', 'vol', 'yang', 'digelar', 'di', 'kota', 'bandung', 'jadikan', 'pemilu', 'momen', 'penting', 'untuk', 'memilih', 'pemimpin', 'yang']","['selamat', 'malam', 'sahabatsahabatku', 'anak', 'muda', 'melek', 'politik', 'mari', 'ikuti', 'seksama', 'event', 'debat', 'jubir', 'muda', 'caprescawapres', 'vol', 'digelar', 'kota', 'bandung', 'jadikan', 'pemilu', 'momen', 'memilih', 'pemimpin']",selamat malam sahabatsahabatku anak muda melek politik mari ikut seksama event debat jubir muda caprescawapres vol gelar kota bandung jadi milu momen pilih pimpin
"@Fahrihamzah Setelah debat capres di TV NASIONAL ahirnya masyarakat sepakat memilih  Anies "" muda cerdas'inovatif berwibawa bersih berprestasi bukan antek ""zionis"" apalagi jongos *oligarki* mereka aj setuju dengan aspirasi rakyat 🇮🇩🇮🇩 https://t.co/h1jObLzcsB""",Fahrihamzah Setelah debat capres di TV NASIONAL ahirnya masyarakat sepakat memilih  Anies  muda cerdasinovatif berwibawa bersih berprestasi bukan antek zionis apalagi jongos oligarki mereka aj setuju dengan aspirasi rakyat  ,"['fahrihamzah', 'setelah', 'debat', 'capres', 'di', 'tv', 'nasional', 'ahirnya', 'masyarakat', 'sepakat', 'memilih', 'anies', 'muda', 'cerdasinovatif', 'berwibawa', 'bersih', 'berprestasi', 'bukan', 'antek', 'zionis', 'apalagi', 'jongos', 'oligarki', 'mereka', 'aj', 'setuju', 'dengan', 'aspirasi', 'rakyat']","['fahrihamzah', 'debat', 'capres', 'tv', 'nasional', 'ahirnya', 'masyarakat', 'sepakat', 'memilih', 'anies', 'muda', 'cerdasinovatif', 'berwibawa', 'bersih', 'berprestasi', 'antek', 'zionis', 'jongos', 'oligarki', 'aj', 'setuju', 'aspirasi', 'rakyat']",fahrihamzah debat capres tv nasional ahirnya masyarakat sepakat pilih anies muda cerdasinovatif wibawa bersih prestasi antek zionis jongos oligarki aj tuju aspirasi rakyat
"mayoritas keluarga aing sama ke pasangan ini, kecuali aing yang mau liet debat capres cawapres ampe kelar",mayoritas keluarga aing sama ke pasangan ini kecuali aing yang mau liet debat capres cawapres ampe kelar,"['mayoritas', 'keluarga', 'aing', 'sama', 'ke', 'pasangan', 'ini', 'kecuali', 'aing', 'yang', 'mau', 'liet', 'debat', 'capres', 'cawapres', 'ampe', 'kelar']","['mayoritas', 'keluarga', 'aing', 'pasangan', 'kecuali', 'aing', 'liet', 'debat', 'capres', 'cawapres', 'ampe', 'kelar']",mayoritas keluarga aing pasang kecuali aing liet debat capres cawapres ampe kelar
"calon presiden gagal,Ganjar lebih baik, capres hebat! FajrianAlfi Gemoy Penculik Tangkap DebatCapres Jelas MasBowo Tegas Visi PakBowo KeadilanYgPasti 3IokY7AKbC   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat",calon presiden gagalGanjar lebih baik capres hebat FajrianAlfi Gemoy Penculik Tangkap DebatCapres Jelas MasBowo Tegas Visi PakBowo KeadilanYgPasti IokYAKbC   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['calon', 'presiden', 'gagalganjar', 'lebih', 'baik', 'capres', 'hebat', 'fajrianalfi', 'gemoy', 'penculik', 'tangkap', 'debatcapres', 'jelas', 'masbowo', 'tegas', 'visi', 'pakbowo', 'keadilanygpasti', 'iokyakbc', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['calon', 'presiden', 'gagalganjar', 'capres', 'hebat', 'fajrianalfi', 'gemoy', 'penculik', 'tangkap', 'debatcapres', 'masbowo', 'visi', 'pakbowo', 'keadilanygpasti', 'iokyakbc', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",calon presiden gagalganjar capres hebat fajrianalfi gemoy culik tangkap debatcapres masbowo visi pakbowo keadilanygpasti iokyakbc ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
@ArdiansahHerwin @eDzulfikar Tae masih pagi banget udah marah marah 🤣  Banyak masalah ya? 🤣🤣🤣🤣🤣,ArdiansahHerwin eDzulfikar Tae masih pagi banget udah marah marah 🤣  Banyak masalah ya 🤣🤣🤣🤣🤣,"['ardiansahherwin', 'edzulfikar', 'tae', 'masih', 'pagi', 'banget', 'udah', 'marah', 'marah', '🤣', 'banyak', 'masalah', 'ya', '🤣🤣🤣🤣🤣']","['ardiansahherwin', 'edzulfikar', 'tae', 'pagi', 'banget', 'udah', 'marah', 'marah', '🤣', 'ya', '🤣🤣🤣🤣🤣']",ardiansahherwin edzulfikar tae pagi banget udah marah marah  ya 
