full_text,cleasing,Tokenization and Case Folfing,Filtering/stopword removal,stemming data
"@marzukialie_MA Kemampuan capres cawapres menjawab setiap persoalan kebangsaan dlm acara debat,.. disitulah rakyat akan mengukur kapasitas seorng calon pemimpin.  Kalau ide / gagasan saja hnya bersifat normatif dan cenderung emosional dlm menjawab pertanyaan. Terus bangsa ini mau dibawa kemana ?",marzukialieMA Kemampuan capres cawapres menjawab setiap persoalan kebangsaan dlm acara debat disitulah rakyat akan mengukur kapasitas seorng calon pemimpin  Kalau ide  gagasan saja hnya bersifat normatif dan cenderung emosional dlm menjawab pertanyaan Terus bangsa ini mau dibawa kemana ,"['marzukialiema', 'kemampuan', 'capres', 'cawapres', 'menjawab', 'setiap', 'persoalan', 'kebangsaan', 'dlm', 'acara', 'debat', 'disitulah', 'rakyat', 'akan', 'mengukur', 'kapasitas', 'seorng', 'calon', 'pemimpin', 'kalau', 'ide', 'gagasan', 'saja', 'hnya', 'bersifat', 'normatif', 'dan', 'cenderung', 'emosional', 'dlm', 'menjawab', 'pertanyaan', 'terus', 'bangsa', 'ini', 'mau', 'dibawa', 'kemana']","['marzukialiema', 'kemampuan', 'capres', 'cawapres', 'kebangsaan', 'dlm', 'acara', 'debat', 'disitulah', 'rakyat', 'mengukur', 'kapasitas', 'seorng', 'calon', 'pemimpin', 'ide', 'gagasan', 'hnya', 'bersifat', 'normatif', 'cenderung', 'emosional', 'dlm', 'bangsa', 'dibawa', 'kemana']",marzukialiema mampu capres cawapres bangsa dlm acara debat situ rakyat ukur kapasitas seorng calon pimpin ide gagas hnya sifat normatif cenderung emosional dlm bangsa bawa mana
@fadlizon kemarin lihat debat capres ga zonk?,fadlizon kemarin lihat debat capres ga zonk,"['fadlizon', 'kemarin', 'lihat', 'debat', 'capres', 'ga', 'zonk']","['fadlizon', 'kemarin', 'lihat', 'debat', 'capres', 'ga', 'zonk']",fadlizon kemarin lihat debat capres ga zonk
@duniapolitica @RcyberProj0 @gibran_tweet @prabowo @budimuni98 @handoko2411 @Projo_Pusat Gambar Capres 1 vs 2 saat debat capres pertama. https://t.co/KcaKPnKQTk,duniapolitica RcyberProj gibrantweet prabowo budimuni handoko ProjoPusat Gambar Capres  vs  saat debat capres pertama ,"['duniapolitica', 'rcyberproj', 'gibrantweet', 'prabowo', 'budimuni', 'handoko', 'projopusat', 'gambar', 'capres', 'vs', 'saat', 'debat', 'capres', 'pertama']","['duniapolitica', 'rcyberproj', 'gibrantweet', 'prabowo', 'budimuni', 'handoko', 'projopusat', 'gambar', 'capres', 'vs', 'debat', 'capres']",duniapolitica rcyberproj gibrantweet prabowo budimuni handoko projopusat gambar capres vs debat capres
"Ini sih PELECEHAN INTELEKTUAL. Sebelumnya Prabowo diklaim unggul dalam debat CAPRES, yg ini lebih parah, blom juga dilaksanakan tapi GIBRAN sdh diklaim unggul ketimbang cak Imin &amp  Prof Mahfud. Emang gibran sehebat apa? Lah tiap ditanya, jawabnya ngalor-ngidul gak jelas. GEMBLUNG https://t.co/SNL4zar4Ww",Ini sih PELECEHAN INTELEKTUAL Sebelumnya Prabowo diklaim unggul dalam debat CAPRES yg ini lebih parah blom juga dilaksanakan tapi GIBRAN sdh diklaim unggul ketimbang cak Imin amp  Prof Mahfud Emang gibran sehebat apa Lah tiap ditanya jawabnya ngalorngidul gak jelas GEMBLUNG ,"['ini', 'sih', 'pelecehan', 'intelektual', 'sebelumnya', 'prabowo', 'diklaim', 'unggul', 'dalam', 'debat', 'capres', 'yg', 'ini', 'lebih', 'parah', 'blom', 'juga', 'dilaksanakan', 'tapi', 'gibran', 'sdh', 'diklaim', 'unggul', 'ketimbang', 'cak', 'imin', 'amp', 'prof', 'mahfud', 'emang', 'gibran', 'sehebat', 'apa', 'lah', 'tiap', 'ditanya', 'jawabnya', 'ngalorngidul', 'gak', 'jelas', 'gemblung']","['sih', 'pelecehan', 'intelektual', 'prabowo', 'diklaim', 'unggul', 'debat', 'capres', 'yg', 'parah', 'blom', 'dilaksanakan', 'gibran', 'sdh', 'diklaim', 'unggul', 'ketimbang', 'cak', 'imin', 'amp', 'prof', 'mahfud', 'emang', 'gibran', 'sehebat', 'ngalorngidul', 'gak', 'gemblung']",sih leceh intelektual prabowo klaim unggul debat capres yg parah blom laksana gibran sdh klaim unggul ketimbang cak imin amp prof mahfud emang gibran hebat ngalorngidul gak gemblung
"Cek Cek 123, Cek Cek Cek LHKPN, Capres Cek  Bicara soal hidup tidak mewah, seberapa banyak sih harta para calon Presiden yang sedang berkontestasi? Mari cek LHKPN mereka #saatnyapintarpilih dengan #rekamjejak #pintarpilih #berintegritas #cekrekamjejak #rekamjejaknet #debatcapres https://t.co/BLsGf4z7M2",Cek Cek  Cek Cek Cek LHKPN Capres Cek  Bicara soal hidup tidak mewah seberapa banyak sih harta para calon Presiden yang sedang berkontestasi Mari cek LHKPN mereka saatnyapintarpilih dengan rekamjejak pintarpilih berintegritas cekrekamjejak rekamjejaknet debatcapres ,"['cek', 'cek', 'cek', 'cek', 'cek', 'lhkpn', 'capres', 'cek', 'bicara', 'soal', 'hidup', 'tidak', 'mewah', 'seberapa', 'banyak', 'sih', 'harta', 'para', 'calon', 'presiden', 'yang', 'sedang', 'berkontestasi', 'mari', 'cek', 'lhkpn', 'mereka', 'saatnyapintarpilih', 'dengan', 'rekamjejak', 'pintarpilih', 'berintegritas', 'cekrekamjejak', 'rekamjejaknet', 'debatcapres']","['cek', 'cek', 'cek', 'cek', 'cek', 'lhkpn', 'capres', 'cek', 'bicara', 'hidup', 'mewah', 'sih', 'harta', 'calon', 'presiden', 'berkontestasi', 'mari', 'cek', 'lhkpn', 'saatnyapintarpilih', 'rekamjejak', 'pintarpilih', 'berintegritas', 'cekrekamjejak', 'rekamjejaknet', 'debatcapres']",cek cek cek cek cek lhkpn capres cek bicara hidup mewah sih harta calon presiden berkontestasi mari cek lhkpn saatnyapintarpilih rekamjejak pintarpilih integritas cekrekamjejak rekamjejaknet debatcapres
@bengkeldodo @Alie_Fahnoor @alextham878 @AndreasSolusi @kurawa @G0mb4k @seeksixsuck @Kimberley_2024 @mamamamabiasa @are_inismyname Nonton debat capres terlejen dulu aja mas dodo. https://t.co/CbWm7ieI2o,bengkeldodo AlieFahnoor alextham AndreasSolusi kurawa Gmbk seeksixsuck Kimberley mamamamabiasa areinismyname Nonton debat capres terlejen dulu aja mas dodo ,"['bengkeldodo', 'aliefahnoor', 'alextham', 'andreassolusi', 'kurawa', 'gmbk', 'seeksixsuck', 'kimberley', 'mamamamabiasa', 'areinismyname', 'nonton', 'debat', 'capres', 'terlejen', 'dulu', 'aja', 'mas', 'dodo']","['bengkeldodo', 'aliefahnoor', 'alextham', 'andreassolusi', 'kurawa', 'gmbk', 'seeksixsuck', 'kimberley', 'mamamamabiasa', 'areinismyname', 'nonton', 'debat', 'capres', 'terlejen', 'aja', 'mas', 'dodo']",bengkeldodo aliefahnoor alextham andreassolusi rawa gmbk seeksixsuck kimberley mamamamabiasa areinismyname nonton debat capres terlejen aja mas dodo
@Andiarief__ Bos sekelas politikus senior kok begitu pemikirannya...debat cawapres sama pentingnya bos ama debat capres...gila luh ndro masa mau milih orang no 2 dari 270 juta orang mau asal2an..beli ayam mati dipasar aja milih2.,Andiarief Bos sekelas politikus senior kok begitu pemikirannyadebat cawapres sama pentingnya bos ama debat capresgila luh ndro masa mau milih orang no  dari  juta orang mau asalanbeli ayam mati dipasar aja milih,"['andiarief', 'bos', 'sekelas', 'politikus', 'senior', 'kok', 'begitu', 'pemikirannyadebat', 'cawapres', 'sama', 'pentingnya', 'bos', 'ama', 'debat', 'capresgila', 'luh', 'ndro', 'masa', 'mau', 'milih', 'orang', 'no', 'dari', 'juta', 'orang', 'mau', 'asalanbeli', 'ayam', 'mati', 'dipasar', 'aja', 'milih']","['andiarief', 'bos', 'sekelas', 'politikus', 'senior', 'pemikirannyadebat', 'cawapres', 'bos', 'ama', 'debat', 'capresgila', 'luh', 'ndro', 'milih', 'orang', 'no', 'juta', 'orang', 'asalanbeli', 'ayam', 'mati', 'dipasar', 'aja', 'milih']",andiarief bos kelas politikus senior pemikirannyadebat cawapres bos ama debat capresgila luh ndro milih orang no juta orang asalanbeli ayam mati pasar aja milih
@estehhhangat27 @gubuk_alang @Goldmind_82 debat opo mbah capres ta🤣🤣🤣🤣kene debat golek hiburan pernikahan tahun ngarep opo kok🤭🤭🤭,estehhhangat gubukalang Goldmind debat opo mbah capres ta🤣🤣🤣🤣kene debat golek hiburan pernikahan tahun ngarep opo kok🤭🤭🤭,"['estehhhangat', 'gubukalang', 'goldmind', 'debat', 'opo', 'mbah', 'capres', 'ta🤣🤣🤣🤣kene', 'debat', 'golek', 'hiburan', 'pernikahan', 'tahun', 'ngarep', 'opo', 'kok🤭🤭🤭']","['estehhhangat', 'gubukalang', 'goldmind', 'debat', 'opo', 'mbah', 'capres', 'ta🤣🤣🤣🤣kene', 'debat', 'golek', 'hiburan', 'pernikahan', 'ngarep', 'opo', 'kok🤭🤭🤭']",estehhhangat gubukalang goldmind debat opo mbah capres ta kene debat golek hibur nikah ngarep opo kok
"@Uki23 Kalian menghibur diri dgn survei kwkwkwkkw 🤣🤣🤣 Sdgkan capres kalian waktu debat gak bisa menjawab, lain yg di tanya lain juga yg di jawab kwkwmwmwmmw 🤣🤣🤣",Uki Kalian menghibur diri dgn survei kwkwkwkkw 🤣🤣🤣 Sdgkan capres kalian waktu debat gak bisa menjawab lain yg di tanya lain juga yg di jawab kwkwmwmwmmw 🤣🤣🤣,"['uki', 'kalian', 'menghibur', 'diri', 'dgn', 'survei', 'kwkwkwkkw', '🤣🤣🤣', 'sdgkan', 'capres', 'kalian', 'waktu', 'debat', 'gak', 'bisa', 'menjawab', 'lain', 'yg', 'di', 'tanya', 'lain', 'juga', 'yg', 'di', 'jawab', 'kwkwmwmwmmw', '🤣🤣🤣']","['uki', 'menghibur', 'dgn', 'survei', 'kwkwkwkkw', '🤣🤣🤣', 'sdgkan', 'capres', 'debat', 'gak', 'yg', 'yg', 'kwkwmwmwmmw', '🤣🤣🤣']",uki hibur dgn survei kwkwkwkkw  sdgkan capres debat gak yg yg kwkwmwmwmmw 
"Di DebatCapres malam ini, apa yg dikatakan pak  sepei belum terpikir dalam otaknya. Jd loading dulu. Pak  keren, pak #Ganjarpranowo oke juga   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat",Di DebatCapres malam ini apa yg dikatakan pak  sepei belum terpikir dalam otaknya Jd loading dulu Pak  keren pak Ganjarpranowo oke juga   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['di', 'debatcapres', 'malam', 'ini', 'apa', 'yg', 'dikatakan', 'pak', 'sepei', 'belum', 'terpikir', 'dalam', 'otaknya', 'jd', 'loading', 'dulu', 'pak', 'keren', 'pak', 'ganjarpranowo', 'oke', 'juga', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['debatcapres', 'malam', 'yg', 'sepei', 'terpikir', 'otaknya', 'jd', 'loading', 'keren', 'ganjarpranowo', 'oke', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",debatcapres malam yg pei pikir otak jd loading keren ganjarpranowo oke ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
"@Abaaah Politik itu emang seni bah, Seni melihat dr sudut kamera sebelah mana. Tp org berakal pasti tahu spt apa penampilan 3 kandidat dalam debat capres 1 kemarin",Abaaah Politik itu emang seni bah Seni melihat dr sudut kamera sebelah mana Tp org berakal pasti tahu spt apa penampilan  kandidat dalam debat capres  kemarin,"['abaaah', 'politik', 'itu', 'emang', 'seni', 'bah', 'seni', 'melihat', 'dr', 'sudut', 'kamera', 'sebelah', 'mana', 'tp', 'org', 'berakal', 'pasti', 'tahu', 'spt', 'apa', 'penampilan', 'kandidat', 'dalam', 'debat', 'capres', 'kemarin']","['abaaah', 'politik', 'emang', 'seni', 'bah', 'seni', 'dr', 'sudut', 'kamera', 'sebelah', 'tp', 'org', 'berakal', 'spt', 'penampilan', 'kandidat', 'debat', 'capres', 'kemarin']",abaaah politik emang seni bah seni dr sudut kamera belah tp org akal spt tampil kandidat debat capres kemarin
"@cheyfluff Setelah melihat adu gagasan kemaren di debat capres &amp  cawapres, semaqueen yaqueen dengan paslon no. Urut 4 ini https://t.co/Kyua1H3PJk",cheyfluff Setelah melihat adu gagasan kemaren di debat capres amp  cawapres semaqueen yaqueen dengan paslon no Urut  ini ,"['cheyfluff', 'setelah', 'melihat', 'adu', 'gagasan', 'kemaren', 'di', 'debat', 'capres', 'amp', 'cawapres', 'semaqueen', 'yaqueen', 'dengan', 'paslon', 'no', 'urut', 'ini']","['cheyfluff', 'adu', 'gagasan', 'kemaren', 'debat', 'capres', 'amp', 'cawapres', 'semaqueen', 'yaqueen', 'paslon', 'no', 'urut']",cheyfluff adu gagas kemaren debat capres amp cawapres semaqueen yaqueen paslon no urut
@yusuf_dumdum @Puspen_TNI menhan ikut debat capres https://t.co/Ke20ME9f9T,yusufdumdum PuspenTNI menhan ikut debat capres ,"['yusufdumdum', 'puspentni', 'menhan', 'ikut', 'debat', 'capres']","['yusufdumdum', 'puspentni', 'menhan', 'debat', 'capres']",yusufdumdum puspentni menhan debat capres
"@AkunApple1 @Djinie_PanDawa @bctqm @cheyfluff maka dari itu sayangku, ada baiknya sebelum berpikiran utk golput kita cari tahu bagaimana kinerja capres saat menjabat sebelumnya. Lalu lihat debat kemarin, kalau masalah janji semua jg muluk2 tp jg dilihat mana yg lebih menguntungkan &amp  adil bg masyarakat nantinya. Trimakasih🙏🏻",AkunApple DjiniePanDawa bctqm cheyfluff maka dari itu sayangku ada baiknya sebelum berpikiran utk golput kita cari tahu bagaimana kinerja capres saat menjabat sebelumnya Lalu lihat debat kemarin kalau masalah janji semua jg muluk tp jg dilihat mana yg lebih menguntungkan amp  adil bg masyarakat nantinya Trimakasih,"['akunapple', 'djiniepandawa', 'bctqm', 'cheyfluff', 'maka', 'dari', 'itu', 'sayangku', 'ada', 'baiknya', 'sebelum', 'berpikiran', 'utk', 'golput', 'kita', 'cari', 'tahu', 'bagaimana', 'kinerja', 'capres', 'saat', 'menjabat', 'sebelumnya', 'lalu', 'lihat', 'debat', 'kemarin', 'kalau', 'masalah', 'janji', 'semua', 'jg', 'muluk', 'tp', 'jg', 'dilihat', 'mana', 'yg', 'lebih', 'menguntungkan', 'amp', 'adil', 'bg', 'masyarakat', 'nantinya', 'trimakasih']","['akunapple', 'djiniepandawa', 'bctqm', 'cheyfluff', 'sayangku', 'baiknya', 'berpikiran', 'utk', 'golput', 'cari', 'kinerja', 'capres', 'menjabat', 'lihat', 'debat', 'kemarin', 'janji', 'jg', 'muluk', 'tp', 'jg', 'yg', 'menguntungkan', 'amp', 'adil', 'bg', 'masyarakat', 'trimakasih']",akunapple djiniepandawa bctqm cheyfluff sayang baik pikir utk golput cari kerja capres jabat lihat debat kemarin janji jg muluk tp jg yg untung amp adil bg masyarakat trimakasih
@Heraloebss Oh. Saya kira pas debat itu lgi tugas sebagai capres. Ternyata lagi bertugas sebaga menhan ya pas debat makanya di jaga ajudan,Heraloebss Oh Saya kira pas debat itu lgi tugas sebagai capres Ternyata lagi bertugas sebaga menhan ya pas debat makanya di jaga ajudan,"['heraloebss', 'oh', 'saya', 'kira', 'pas', 'debat', 'itu', 'lgi', 'tugas', 'sebagai', 'capres', 'ternyata', 'lagi', 'bertugas', 'sebaga', 'menhan', 'ya', 'pas', 'debat', 'makanya', 'di', 'jaga', 'ajudan']","['heraloebss', 'oh', 'pas', 'debat', 'lgi', 'tugas', 'capres', 'bertugas', 'sebaga', 'menhan', 'ya', 'pas', 'debat', 'jaga', 'ajudan']",heraloebss oh pas debat lgi tugas capres tugas sebaga menhan ya pas debat jaga ajudan
"@realAmienRais Hapus sj debat capres jk lbh byk mudharat drpd manfaat, tohh capres adalah org2 pilihan yg tlh lolos PT 20%..tinggal dipilih saat pemilu dg LUBER 👍",realAmienRais Hapus sj debat capres jk lbh byk mudharat drpd manfaat tohh capres adalah org pilihan yg tlh lolos PT tinggal dipilih saat pemilu dg LUBER ,"['realamienrais', 'hapus', 'sj', 'debat', 'capres', 'jk', 'lbh', 'byk', 'mudharat', 'drpd', 'manfaat', 'tohh', 'capres', 'adalah', 'org', 'pilihan', 'yg', 'tlh', 'lolos', 'pt', 'tinggal', 'dipilih', 'saat', 'pemilu', 'dg', 'luber']","['realamienrais', 'hapus', 'sj', 'debat', 'capres', 'jk', 'lbh', 'byk', 'mudharat', 'drpd', 'manfaat', 'tohh', 'capres', 'org', 'pilihan', 'yg', 'tlh', 'lolos', 'pt', 'tinggal', 'dipilih', 'pemilu', 'dg', 'luber']",realamienrais hapus sj debat capres jk lbh byk mudharat drpd manfaat tohh capres org pilih yg tlh lolos pt tinggal pilih milu dg luber
"Blm yg di youtube, juga banyak yg positif ke Amin. Masih optimis pilpres bs 2 putaran. Di debat capres putaran 2 nanti bakal lebih seru. Mudah2an Amin lolos putaran 2 biar ide keberlanjutan Vs ide perubahan benar2 bs diadu lebih tajam lagi.",Blm yg di youtube juga banyak yg positif ke Amin Masih optimis pilpres bs  putaran Di debat capres putaran  nanti bakal lebih seru Mudahan Amin lolos putaran  biar ide keberlanjutan Vs ide perubahan benar bs diadu lebih tajam lagi,"['blm', 'yg', 'di', 'youtube', 'juga', 'banyak', 'yg', 'positif', 'ke', 'amin', 'masih', 'optimis', 'pilpres', 'bs', 'putaran', 'di', 'debat', 'capres', 'putaran', 'nanti', 'bakal', 'lebih', 'seru', 'mudahan', 'amin', 'lolos', 'putaran', 'biar', 'ide', 'keberlanjutan', 'vs', 'ide', 'perubahan', 'benar', 'bs', 'diadu', 'lebih', 'tajam', 'lagi']","['blm', 'yg', 'youtube', 'yg', 'positif', 'amin', 'optimis', 'pilpres', 'bs', 'putaran', 'debat', 'capres', 'putaran', 'seru', 'mudahan', 'amin', 'lolos', 'putaran', 'biar', 'ide', 'keberlanjutan', 'vs', 'ide', 'perubahan', 'bs', 'diadu', 'tajam']",blm yg youtube yg positif amin optimis pilpres bs putar debat capres putar seru mudah amin lolos putar biar ide lanjut vs ide ubah bs adu tajam
"@KompasTV sbg Petugas Pengamanan Prabowo?? 🤔 artinya.... sosok pak Prabowo yg datg di acara #DebatCapres kmrin, sbg #MenHan???",KompasTV sbg Petugas Pengamanan Prabowo 🤔 artinya sosok pak Prabowo yg datg di acara DebatCapres kmrin sbg MenHan,"['kompastv', 'sbg', 'petugas', 'pengamanan', 'prabowo', '🤔', 'artinya', 'sosok', 'pak', 'prabowo', 'yg', 'datg', 'di', 'acara', 'debatcapres', 'kmrin', 'sbg', 'menhan']","['kompastv', 'sbg', 'petugas', 'pengamanan', 'prabowo', '🤔', 'sosok', 'prabowo', 'yg', 'datg', 'acara', 'debatcapres', 'kmrin', 'sbg', 'menhan']",kompastv sbg tugas aman prabowo  sosok prabowo yg datg acara debatcapres kmrin sbg menhan
"@marzukialie_MA Dia hanya ingin mengatakan bahawa capres dia kalah telak dlm debat. Debat memang bkn syarat jadi presiden. Tetapi lewat debat, rakyat tau seperti apa kompetensi dan kapasitas para capres utk memimpin bangsa dan negara ini. 80% debat dijadikan sbgai referensi dlm mnentukn pilihan.",marzukialieMA Dia hanya ingin mengatakan bahawa capres dia kalah telak dlm debat Debat memang bkn syarat jadi presiden Tetapi lewat debat rakyat tau seperti apa kompetensi dan kapasitas para capres utk memimpin bangsa dan negara ini  debat dijadikan sbgai referensi dlm mnentukn pilihan,"['marzukialiema', 'dia', 'hanya', 'ingin', 'mengatakan', 'bahawa', 'capres', 'dia', 'kalah', 'telak', 'dlm', 'debat', 'debat', 'memang', 'bkn', 'syarat', 'jadi', 'presiden', 'tetapi', 'lewat', 'debat', 'rakyat', 'tau', 'seperti', 'apa', 'kompetensi', 'dan', 'kapasitas', 'para', 'capres', 'utk', 'memimpin', 'bangsa', 'dan', 'negara', 'ini', 'debat', 'dijadikan', 'sbgai', 'referensi', 'dlm', 'mnentukn', 'pilihan']","['marzukialiema', 'bahawa', 'capres', 'kalah', 'telak', 'dlm', 'debat', 'debat', 'bkn', 'syarat', 'presiden', 'debat', 'rakyat', 'tau', 'kompetensi', 'kapasitas', 'capres', 'utk', 'memimpin', 'bangsa', 'negara', 'debat', 'dijadikan', 'sbgai', 'referensi', 'dlm', 'mnentukn', 'pilihan']",marzukialiema bahawa capres kalah telak dlm debat debat bkn syarat presiden debat rakyat tau kompetensi kapasitas capres utk pimpin bangsa negara debat jadi sbgai referensi dlm mnentukn pilih
Presidential Threshold merupakan salah satu topik hangat di awal pemilu yang luput dari debat capres pertama padahal jelas PT menjadi penghalang kesempatan bagi banyak tokoh potensial bangsa untuk meramaikan pesta demokrasi.,Presidential Threshold merupakan salah satu topik hangat di awal pemilu yang luput dari debat capres pertama padahal jelas PT menjadi penghalang kesempatan bagi banyak tokoh potensial bangsa untuk meramaikan pesta demokrasi,"['presidential', 'threshold', 'merupakan', 'salah', 'satu', 'topik', 'hangat', 'di', 'awal', 'pemilu', 'yang', 'luput', 'dari', 'debat', 'capres', 'pertama', 'padahal', 'jelas', 'pt', 'menjadi', 'penghalang', 'kesempatan', 'bagi', 'banyak', 'tokoh', 'potensial', 'bangsa', 'untuk', 'meramaikan', 'pesta', 'demokrasi']","['presidential', 'threshold', 'salah', 'topik', 'hangat', 'pemilu', 'luput', 'debat', 'capres', 'pt', 'penghalang', 'kesempatan', 'tokoh', 'potensial', 'bangsa', 'meramaikan', 'pesta', 'demokrasi']",presidential threshold salah topik hangat milu luput debat capres pt halang sempat tokoh potensial bangsa ramai pesta demokrasi
"@KompasTV Daripada debat lbh baik aksi bantu rakyat lgsg spt ini, manfaatnya dirasakan lgsg ol yg menerima sejatinya semua capres cawapres bgini 👍",KompasTV Daripada debat lbh baik aksi bantu rakyat lgsg spt ini manfaatnya dirasakan lgsg ol yg menerima sejatinya semua capres cawapres bgini ,"['kompastv', 'daripada', 'debat', 'lbh', 'baik', 'aksi', 'bantu', 'rakyat', 'lgsg', 'spt', 'ini', 'manfaatnya', 'dirasakan', 'lgsg', 'ol', 'yg', 'menerima', 'sejatinya', 'semua', 'capres', 'cawapres', 'bgini']","['kompastv', 'debat', 'lbh', 'aksi', 'bantu', 'rakyat', 'lgsg', 'spt', 'manfaatnya', 'dirasakan', 'lgsg', 'ol', 'yg', 'menerima', 'sejatinya', 'capres', 'cawapres', 'bgini']",kompastv debat lbh aksi bantu rakyat lgsg spt manfaat rasa lgsg ol yg terima sejati capres cawapres bgini
"@Puspen_TNI Broh.. Acaranya debat capres, bukan debat menhan.. Gitu aja koq repot mkmkmkmk",PuspenTNI Broh Acaranya debat capres bukan debat menhan Gitu aja koq repot mkmkmkmk,"['puspentni', 'broh', 'acaranya', 'debat', 'capres', 'bukan', 'debat', 'menhan', 'gitu', 'aja', 'koq', 'repot', 'mkmkmkmk']","['puspentni', 'broh', 'acaranya', 'debat', 'capres', 'debat', 'menhan', 'gitu', 'aja', 'koq', 'repot', 'mkmkmkmk']",puspentni broh acara debat capres debat menhan gitu aja koq repot mkmkmkmk
"@99propaganda Padahal debat capres dan cawapres itu sebuah ring yg akan menunjukkan hasil masing masing calon setelah bertemu rakyat dan membawa pov masyarakat ke debat untuk mencari solusi, masa malah gak debat?",propaganda Padahal debat capres dan cawapres itu sebuah ring yg akan menunjukkan hasil masing masing calon setelah bertemu rakyat dan membawa pov masyarakat ke debat untuk mencari solusi masa malah gak debat,"['propaganda', 'padahal', 'debat', 'capres', 'dan', 'cawapres', 'itu', 'sebuah', 'ring', 'yg', 'akan', 'menunjukkan', 'hasil', 'masing', 'masing', 'calon', 'setelah', 'bertemu', 'rakyat', 'dan', 'membawa', 'pov', 'masyarakat', 'ke', 'debat', 'untuk', 'mencari', 'solusi', 'masa', 'malah', 'gak', 'debat']","['propaganda', 'debat', 'capres', 'cawapres', 'ring', 'yg', 'hasil', 'calon', 'bertemu', 'rakyat', 'membawa', 'pov', 'masyarakat', 'debat', 'mencari', 'solusi', 'gak', 'debat']",propaganda debat capres cawapres ring yg hasil calon temu rakyat bawa pov masyarakat debat cari solusi gak debat
"@99propaganda Hampir setiap hari capres  keliling daerah menemui rakyat. Debat capres hanya 4-5 kali, dipermasalahkan oleh orang yg takut krn merasa tdk punya gagasan.",propaganda Hampir setiap hari capres  keliling daerah menemui rakyat Debat capres hanya  kali dipermasalahkan oleh orang yg takut krn merasa tdk punya gagasan,"['propaganda', 'hampir', 'setiap', 'hari', 'capres', 'keliling', 'daerah', 'menemui', 'rakyat', 'debat', 'capres', 'hanya', 'kali', 'dipermasalahkan', 'oleh', 'orang', 'yg', 'takut', 'krn', 'merasa', 'tdk', 'punya', 'gagasan']","['propaganda', 'capres', 'keliling', 'daerah', 'menemui', 'rakyat', 'debat', 'capres', 'kali', 'dipermasalahkan', 'orang', 'yg', 'takut', 'krn', 'tdk', 'gagasan']",propaganda capres keliling daerah temu rakyat debat capres kali masalah orang yg takut krn tdk gagas
"Lihat kolom komen IG reels sm Tiktok soal debat capres kemaren kok bs bertolak belakang gt ya. Pdhl viewsnya jg sama2 besar sampe jutaan bahkan belasan jt. Pemilih muda kayaknya memang masih terbelah. Milenial dan Gen Z bnyk jg yg di IG, pemilih pemula bnyk di Tiktok.",Lihat kolom komen IG reels sm Tiktok soal debat capres kemaren kok bs bertolak belakang gt ya Pdhl viewsnya jg sama besar sampe jutaan bahkan belasan jt Pemilih muda kayaknya memang masih terbelah Milenial dan Gen Z bnyk jg yg di IG pemilih pemula bnyk di Tiktok,"['lihat', 'kolom', 'komen', 'ig', 'reels', 'sm', 'tiktok', 'soal', 'debat', 'capres', 'kemaren', 'kok', 'bs', 'bertolak', 'belakang', 'gt', 'ya', 'pdhl', 'viewsnya', 'jg', 'sama', 'besar', 'sampe', 'jutaan', 'bahkan', 'belasan', 'jt', 'pemilih', 'muda', 'kayaknya', 'memang', 'masih', 'terbelah', 'milenial', 'dan', 'gen', 'z', 'bnyk', 'jg', 'yg', 'di', 'ig', 'pemilih', 'pemula', 'bnyk', 'di', 'tiktok']","['lihat', 'kolom', 'komen', 'ig', 'reels', 'sm', 'tiktok', 'debat', 'capres', 'kemaren', 'bs', 'bertolak', 'gt', 'ya', 'pdhl', 'viewsnya', 'jg', 'sampe', 'jutaan', 'belasan', 'jt', 'pemilih', 'muda', 'kayaknya', 'terbelah', 'milenial', 'gen', 'z', 'bnyk', 'jg', 'yg', 'ig', 'pemilih', 'pemula', 'bnyk', 'tiktok']",lihat kolom komen ig reels sm tiktok debat capres kemaren bs tolak gt ya pdhl viewsnya jg sampe juta bas jt pilih muda kayak belah milenial gen z bnyk jg yg ig pilih mula bnyk tiktok
"nonton podcast ttg korupsi dan debat capres, I'm already tua",nonton podcast ttg korupsi dan debat capres Im already tua,"['nonton', 'podcast', 'ttg', 'korupsi', 'dan', 'debat', 'capres', 'im', 'already', 'tua']","['nonton', 'podcast', 'ttg', 'korupsi', 'debat', 'capres', 'im', 'already', 'tua']",nonton podcast ttg korupsi debat capres im already tua
Bro I just rewatching debat capres and i got second-hand embarasment listening to el gemoy ☠️,Bro I just rewatching debat capres and i got secondhand embarasment listening to el gemoy ☠️,"['bro', 'i', 'just', 'rewatching', 'debat', 'capres', 'and', 'i', 'got', 'secondhand', 'embarasment', 'listening', 'to', 'el', 'gemoy', '☠️']","['bro', 'i', 'just', 'rewatching', 'debat', 'capres', 'and', 'i', 'got', 'secondhand', 'embarasment', 'listening', 'to', 'el', 'gemoy', '☠️']",bro i just rewatching debat capres and i got secondhand embarasment listening to el gemoy 
